2018-03-01 13:28:03.114937 UTC | [experiment_2018_03_01_13_28_00_0001] Populating workers...
2018-03-01 13:28:05.238206 UTC | [experiment_2018_03_01_13_28_00_0001] Populated
2018-03-01 13:28:07.181110 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #0 | Training started
2018-03-01 13:28:07.395653 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #0 | Training finished
2018-03-01 13:28:07.395880 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #1 | Training started
2018-03-01 13:28:07.607511 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #1 | Training finished
2018-03-01 13:28:07.607734 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #2 | Training started
2018-03-01 13:28:07.814893 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #2 | Training finished
2018-03-01 13:28:07.815107 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #3 | Training started
2018-03-01 13:28:08.024140 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #3 | Training finished
2018-03-01 13:28:08.024372 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #4 | Training started
2018-03-01 13:28:08.232351 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #4 | Training finished
2018-03-01 13:28:08.232602 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #5 | Training started
2018-03-01 13:28:08.443958 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #5 | Training finished
2018-03-01 13:28:08.444178 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #6 | Training started
2018-03-01 13:28:08.654299 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #6 | Training finished
2018-03-01 13:28:08.654552 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #7 | Training started
2018-03-01 13:28:08.863734 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #7 | Training finished
2018-03-01 13:28:08.863954 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #8 | Training started
2018-03-01 13:28:09.074388 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #8 | Training finished
2018-03-01 13:28:09.074627 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #9 | Training started
2018-03-01 13:28:09.285035 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #9 | Training finished
2018-03-01 13:28:09.285276 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #10 | Training started
2018-03-01 13:28:45.457004 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #10 | Training finished
2018-03-01 13:28:45.457239 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #10 | Collecting samples for evaluation
2018-03-01 13:28:47.394528 UTC | -----------------------  ------------
2018-03-01 14:41:12.332489 UTC | AverageAbsQYDiff          8.40227e-06
2018-03-01 14:41:12.333392 UTC | AverageAction             0.998761
2018-03-01 14:41:12.334188 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:41:12.334608 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:41:12.335539 UTC | AverageForwardProgress    0
2018-03-01 14:41:12.335972 UTC | MaxForwardProgress        0
2018-03-01 14:41:12.336357 UTC | MinForwardProgress        0
2018-03-01 14:41:12.337712 UTC | StdForwardProgress        0
2018-03-01 14:41:12.338114 UTC | -----------------------  ------------
2018-03-01 14:41:12.338725 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #81 | Training started
2018-03-01 14:42:13.437605 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #81 | Training finished
2018-03-01 14:42:13.437980 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #81 | Collecting samples for evaluation
2018-03-01 14:42:15.935246 UTC | -----------------------  ------------
2018-03-01 14:42:15.935878 UTC | Epoch                    81
2018-03-01 14:42:15.936696 UTC | AverageReturn             0
2018-03-01 14:42:15.937585 UTC | StdReturn                 0
2018-03-01 14:42:15.938467 UTC | MaxReturn                 0
2018-03-01 14:42:15.939078 UTC | MinReturn                 0
2018-03-01 14:42:15.939727 UTC | AverageEsReturn           0
2018-03-01 14:42:15.940396 UTC | StdEsReturn               0
2018-03-01 14:42:15.941345 UTC | MaxEsReturn               0
2018-03-01 14:42:15.941944 UTC | MinEsReturn               0
2018-03-01 14:42:15.942550 UTC | AverageDiscountedReturn   0
2018-03-01 14:42:15.943279 UTC | AverageQLoss              8.17168e-10
2018-03-01 14:42:15.943878 UTC | AveragePolicySurr         0.0206692
2018-03-01 14:42:15.944488 UTC | AverageQ                 -0.0206695
2018-03-01 14:42:15.945154 UTC | AverageAbsQ               0.0206695
2018-03-01 14:42:15.945926 UTC | AverageY                 -0.0206695
2018-03-01 14:42:15.946578 UTC | AverageAbsY               0.0206695
2018-03-01 14:42:15.946857 UTC | AverageAbsQYDiff          7.30059e-06
2018-03-01 14:42:15.947942 UTC | AverageAction             0.998761
2018-03-01 14:42:15.948196 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:42:15.949771 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:42:15.950391 UTC | AverageForwardProgress    0
2018-03-01 14:42:15.951031 UTC | MaxForwardProgress        0
2018-03-01 14:42:15.951754 UTC | MinForwardProgress        0
2018-03-01 14:42:15.952382 UTC | StdForwardProgress        0
2018-03-01 14:42:15.953022 UTC | -----------------------  ------------
2018-03-01 14:42:15.954038 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #82 | Training started
2018-03-01 14:43:16.875512 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #82 | Training finished
2018-03-01 14:43:16.876069 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #82 | Collecting samples for evaluation
2018-03-01 14:43:20.990349 UTC | -----------------------  ------------
2018-03-01 14:43:20.991149 UTC | Epoch                    82
2018-03-01 14:43:20.991527 UTC | AverageReturn             0
2018-03-01 14:43:20.992048 UTC | StdReturn                 0
2018-03-01 14:43:20.992368 UTC | MaxReturn                 0
2018-03-01 14:43:20.992655 UTC | MinReturn                 0
2018-03-01 14:43:20.992940 UTC | AverageEsReturn           0
2018-03-01 14:43:20.993253 UTC | StdEsReturn               0
2018-03-01 14:43:20.993572 UTC | MaxEsReturn               0
2018-03-01 14:43:20.993875 UTC | MinEsReturn               0
2018-03-01 14:43:20.994215 UTC | AverageDiscountedReturn   0
2018-03-01 14:43:20.994565 UTC | AverageQLoss              7.78593e-10
2018-03-01 14:43:20.994850 UTC | AveragePolicySurr         0.0204634
2018-03-01 14:43:20.995145 UTC | AverageQ                 -0.0204636
2018-03-01 14:43:20.995507 UTC | AverageAbsQ               0.0204636
2018-03-01 14:43:20.995836 UTC | AverageY                 -0.0204636
2018-03-01 14:43:20.996138 UTC | AverageAbsY               0.0204636
2018-03-01 14:43:20.996442 UTC | AverageAbsQYDiff          7.65496e-06
2018-03-01 14:43:20.996753 UTC | AverageAction             0.998761
2018-03-01 14:43:20.997035 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:43:20.997189 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:43:20.997303 UTC | AverageForwardProgress    0
2018-03-01 14:43:20.997510 UTC | MaxForwardProgress        0
2018-03-01 14:43:20.997615 UTC | MinForwardProgress        0
2018-03-01 14:43:20.997706 UTC | StdForwardProgress        0
2018-03-01 14:43:20.997796 UTC | -----------------------  ------------
2018-03-01 14:43:20.998115 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #83 | Training started
2018-03-01 14:44:22.155950 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #83 | Training finished
2018-03-01 14:44:22.156867 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #83 | Collecting samples for evaluation
2018-03-01 14:44:24.619787 UTC | -----------------------  ------------
2018-03-01 14:44:24.621447 UTC | Epoch                    83
2018-03-01 14:44:24.622284 UTC | AverageReturn             0
2018-03-01 14:44:24.623099 UTC | StdReturn                 0
2018-03-01 14:44:24.624048 UTC | MaxReturn                 0
2018-03-01 14:44:24.624903 UTC | MinReturn                 0
2018-03-01 14:44:24.625721 UTC | AverageEsReturn           0
2018-03-01 14:44:24.626650 UTC | StdEsReturn               0
2018-03-01 14:44:24.627499 UTC | MaxEsReturn               0
2018-03-01 14:44:24.628267 UTC | MinEsReturn               0
2018-03-01 14:44:24.629068 UTC | AverageDiscountedReturn   0
2018-03-01 14:44:24.630072 UTC | AverageQLoss              7.56893e-10
2018-03-01 14:44:24.630847 UTC | AveragePolicySurr         0.0202596
2018-03-01 14:44:24.631635 UTC | AverageQ                 -0.0202598
2018-03-01 14:44:24.632562 UTC | AverageAbsQ               0.0202598
2018-03-01 14:44:24.633434 UTC | AverageY                 -0.0202598
2018-03-01 14:44:24.634303 UTC | AverageAbsY               0.0202598
2018-03-01 14:44:24.635139 UTC | AverageAbsQYDiff          7.29377e-06
2018-03-01 14:44:24.636102 UTC | AverageAction             0.998761
2018-03-01 14:44:24.636937 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:44:24.637776 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:44:24.638775 UTC | AverageForwardProgress    0
2018-03-01 14:44:24.639595 UTC | MaxForwardProgress        0
2018-03-01 14:44:24.640423 UTC | MinForwardProgress        0
2018-03-01 14:44:24.641253 UTC | StdForwardProgress        0
2018-03-01 14:44:24.642047 UTC | -----------------------  ------------
2018-03-01 14:44:24.642691 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #84 | Training started
2018-03-01 14:45:25.801746 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #84 | Training finished
2018-03-01 14:45:25.801986 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #84 | Collecting samples for evaluation
2018-03-01 14:45:28.282104 UTC | -----------------------  ------------
2018-03-01 14:45:28.283980 UTC | Epoch                    84
2018-03-01 14:45:28.284844 UTC | AverageReturn             0
2018-03-01 14:45:28.285669 UTC | StdReturn                 0
2018-03-01 14:45:28.286502 UTC | MaxReturn                 0
2018-03-01 14:45:28.287580 UTC | MinReturn                 0
2018-03-01 14:45:28.288441 UTC | AverageEsReturn           0
2018-03-01 14:45:28.289250 UTC | StdEsReturn               0
2018-03-01 14:45:28.290068 UTC | MaxEsReturn               0
2018-03-01 14:45:28.291110 UTC | MinEsReturn               0
2018-03-01 14:45:28.291933 UTC | AverageDiscountedReturn   0
2018-03-01 14:45:28.292814 UTC | AverageQLoss              7.49448e-10
2018-03-01 14:45:28.293901 UTC | AveragePolicySurr         0.0200578
2018-03-01 14:45:28.294719 UTC | AverageQ                 -0.020058
2018-03-01 14:45:28.295492 UTC | AverageAbsQ               0.020058
2018-03-01 14:45:28.296283 UTC | AverageY                 -0.020058
2018-03-01 14:45:28.297293 UTC | AverageAbsY               0.020058
2018-03-01 14:45:28.298134 UTC | AverageAbsQYDiff          7.20195e-06
2018-03-01 14:45:28.298948 UTC | AverageAction             0.998761
2018-03-01 14:45:28.299952 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:45:28.300776 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:45:28.301643 UTC | AverageForwardProgress    0
2018-03-01 14:45:28.302433 UTC | MaxForwardProgress        0
2018-03-01 14:45:28.303328 UTC | MinForwardProgress        0
2018-03-01 14:45:28.304146 UTC | StdForwardProgress        0
2018-03-01 14:45:28.304531 UTC | -----------------------  ------------
2018-03-01 14:45:28.305877 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #85 | Training started
2018-03-01 14:46:28.857158 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #85 | Training finished
2018-03-01 14:46:28.858292 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #85 | Collecting samples for evaluation
2018-03-01 14:46:31.313846 UTC | -----------------------  ------------
2018-03-01 14:46:31.315749 UTC | Epoch                    85
2018-03-01 14:46:31.316608 UTC | AverageReturn             0
2018-03-01 14:46:31.317383 UTC | StdReturn                 0
2018-03-01 14:46:31.318105 UTC | MaxReturn                 0
2018-03-01 14:46:31.319206 UTC | MinReturn                 0
2018-03-01 14:46:31.320322 UTC | AverageEsReturn           0
2018-03-01 14:46:31.321267 UTC | StdEsReturn               0
2018-03-01 14:46:31.322203 UTC | MaxEsReturn               0
2018-03-01 14:46:31.324105 UTC | MinEsReturn               0
2018-03-01 14:46:31.324997 UTC | AverageDiscountedReturn   0
2018-03-01 14:46:31.325863 UTC | AverageQLoss              7.6975e-10
2018-03-01 14:46:31.326700 UTC | AveragePolicySurr         0.0198581
2018-03-01 14:46:31.327690 UTC | AverageQ                 -0.0198583
2018-03-01 14:46:31.328547 UTC | AverageAbsQ               0.0198583
2018-03-01 14:46:31.329463 UTC | AverageY                 -0.0198583
2018-03-01 14:46:31.330273 UTC | AverageAbsY               0.0198583
2018-03-01 14:46:31.331249 UTC | AverageAbsQYDiff          7.24411e-06
2018-03-01 14:46:31.332058 UTC | AverageAction             0.998761
2018-03-01 14:46:31.332925 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:46:31.333790 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:46:31.334205 UTC | AverageForwardProgress    0
2018-03-01 14:46:31.335147 UTC | MaxForwardProgress        0
2018-03-01 14:46:31.335571 UTC | MinForwardProgress        0
2018-03-01 14:46:31.335971 UTC | StdForwardProgress        0
2018-03-01 14:46:31.337306 UTC | -----------------------  ------------
2018-03-01 14:46:31.338010 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #86 | Training started
2018-03-01 14:47:31.894046 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #86 | Training finished
2018-03-01 14:47:31.894295 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #86 | Collecting samples for evaluation
2018-03-01 14:47:34.296495 UTC | -----------------------  ------------
2018-03-01 14:47:34.297422 UTC | Epoch                    86
2018-03-01 14:47:34.297873 UTC | AverageReturn             0
2018-03-01 14:47:34.298313 UTC | StdReturn                 0
2018-03-01 14:47:34.298797 UTC | MaxReturn                 0
2018-03-01 14:47:34.299369 UTC | MinReturn                 0
2018-03-01 14:47:34.299802 UTC | AverageEsReturn           0
2018-03-01 14:47:34.300261 UTC | StdEsReturn               0
2018-03-01 14:47:34.300686 UTC | MaxEsReturn               0
2018-03-01 14:47:34.301138 UTC | MinEsReturn               0
2018-03-01 14:47:34.301570 UTC | AverageDiscountedReturn   0
2018-03-01 14:47:34.302014 UTC | AverageQLoss              7.41661e-10
2018-03-01 14:47:34.302435 UTC | AveragePolicySurr         0.0196603
2018-03-01 14:47:34.302883 UTC | AverageQ                 -0.0196605
2018-03-01 14:47:34.303293 UTC | AverageAbsQ               0.0196605
2018-03-01 14:47:34.303677 UTC | AverageY                 -0.0196605
2018-03-01 14:47:34.304052 UTC | AverageAbsY               0.0196605
2018-03-01 14:47:34.304417 UTC | AverageAbsQYDiff          7.07293e-06
2018-03-01 14:47:34.304779 UTC | AverageAction             0.998761
2018-03-01 14:47:34.305185 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:47:34.305550 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:47:34.305923 UTC | AverageForwardProgress    0
2018-03-01 14:47:34.306286 UTC | MaxForwardProgress        0
2018-03-01 14:47:34.306657 UTC | MinForwardProgress        0
2018-03-01 14:47:34.307044 UTC | StdForwardProgress        0
2018-03-01 14:47:34.307421 UTC | -----------------------  ------------
2018-03-01 14:47:34.308056 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #87 | Training started
2018-03-01 14:48:35.334142 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #87 | Training finished
2018-03-01 14:48:35.334383 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #87 | Collecting samples for evaluation
2018-03-01 14:48:37.793474 UTC | -----------------------  ------------
2018-03-01 14:48:37.794028 UTC | Epoch                    87
2018-03-01 14:48:37.794440 UTC | AverageReturn             0
2018-03-01 14:48:37.794865 UTC | StdReturn                 0
2018-03-01 14:48:37.795254 UTC | MaxReturn                 0
2018-03-01 14:48:37.795701 UTC | MinReturn                 0
2018-03-01 14:48:37.796162 UTC | AverageEsReturn           0
2018-03-01 14:48:37.796584 UTC | StdEsReturn               0
2018-03-01 14:48:37.797041 UTC | MaxEsReturn               0
2018-03-01 14:48:37.797532 UTC | MinEsReturn               0
2018-03-01 14:48:37.797951 UTC | AverageDiscountedReturn   0
2018-03-01 14:48:37.798388 UTC | AverageQLoss              7.69878e-10
2018-03-01 14:48:37.798816 UTC | AveragePolicySurr         0.0194645
2018-03-01 14:48:37.799214 UTC | AverageQ                 -0.0194647
2018-03-01 14:48:37.799591 UTC | AverageAbsQ               0.0194647
2018-03-01 14:48:37.799936 UTC | AverageY                 -0.0194647
2018-03-01 14:48:37.800273 UTC | AverageAbsY               0.0194647
2018-03-01 14:48:37.800620 UTC | AverageAbsQYDiff          7.2316e-06
2018-03-01 14:48:37.800966 UTC | AverageAction             0.998761
2018-03-01 14:48:37.801341 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:48:37.801682 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:48:37.802098 UTC | AverageForwardProgress    0
2018-03-01 14:48:37.802456 UTC | MaxForwardProgress        0
2018-03-01 14:48:37.802786 UTC | MinForwardProgress        0
2018-03-01 14:48:37.803153 UTC | StdForwardProgress        0
2018-03-01 14:48:37.803525 UTC | -----------------------  ------------
2018-03-01 14:48:37.804160 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #88 | Training started
2018-03-01 14:49:38.694851 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #88 | Training finished
2018-03-01 14:49:38.695746 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #88 | Collecting samples for evaluation
2018-03-01 14:49:41.187367 UTC | -----------------------  ------------
2018-03-01 14:49:41.189072 UTC | Epoch                    88
2018-03-01 14:49:41.189957 UTC | AverageReturn             0
2018-03-01 14:49:41.190781 UTC | StdReturn                 0
2018-03-01 14:49:41.191608 UTC | MaxReturn                 0
2018-03-01 14:49:41.192422 UTC | MinReturn                 0
2018-03-01 14:49:41.193466 UTC | AverageEsReturn           0
2018-03-01 14:49:41.194280 UTC | StdEsReturn               0
2018-03-01 14:49:41.195102 UTC | MaxEsReturn               0
2018-03-01 14:49:41.196040 UTC | MinEsReturn               0
2018-03-01 14:49:41.196794 UTC | AverageDiscountedReturn   0
2018-03-01 14:49:41.197636 UTC | AverageQLoss              8.24922e-10
2018-03-01 14:49:41.198416 UTC | AveragePolicySurr         0.0192706
2018-03-01 14:49:41.199201 UTC | AverageQ                 -0.0192708
2018-03-01 14:49:41.199989 UTC | AverageAbsQ               0.0192708
2018-03-01 14:49:41.200756 UTC | AverageY                 -0.0192708
2018-03-01 14:49:41.201621 UTC | AverageAbsY               0.0192708
2018-03-01 14:49:41.202408 UTC | AverageAbsQYDiff          7.48448e-06
2018-03-01 14:49:41.203224 UTC | AverageAction             0.998761
2018-03-01 14:49:41.204665 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:49:41.205447 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:49:41.206365 UTC | AverageForwardProgress    0
2018-03-01 14:49:41.207353 UTC | MaxForwardProgress        0
2018-03-01 14:49:41.208331 UTC | MinForwardProgress        0
2018-03-01 14:49:41.209337 UTC | StdForwardProgress        0
2018-03-01 14:49:41.210155 UTC | -----------------------  ------------
2018-03-01 14:49:41.211296 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #89 | Training started
2018-03-01 14:50:41.722760 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #89 | Training finished
2018-03-01 14:50:41.722989 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #89 | Collecting samples for evaluation
2018-03-01 14:50:44.074485 UTC | -----------------------  ------------
2018-03-01 14:50:44.076172 UTC | Epoch                    89
2018-03-01 14:50:44.077100 UTC | AverageReturn             0
2018-03-01 14:50:44.077960 UTC | StdReturn                 0
2018-03-01 14:50:44.078849 UTC | MaxReturn                 0
2018-03-01 14:50:44.079679 UTC | MinReturn                 0
2018-03-01 14:50:44.080506 UTC | AverageEsReturn           0
2018-03-01 14:50:44.081392 UTC | StdEsReturn               0
2018-03-01 14:50:44.082232 UTC | MaxEsReturn               0
2018-03-01 14:50:44.083078 UTC | MinEsReturn               0
2018-03-01 14:50:44.083951 UTC | AverageDiscountedReturn   0
2018-03-01 14:50:44.084883 UTC | AverageQLoss              8.19019e-10
2018-03-01 14:50:44.085762 UTC | AveragePolicySurr         0.0190787
2018-03-01 14:50:44.086583 UTC | AverageQ                 -0.0190789
2018-03-01 14:50:44.087355 UTC | AverageAbsQ               0.0190789
2018-03-01 14:50:44.088106 UTC | AverageY                 -0.0190789
2018-03-01 14:50:44.088905 UTC | AverageAbsY               0.0190789
2018-03-01 14:50:44.089723 UTC | AverageAbsQYDiff          7.44477e-06
2018-03-01 14:50:44.090481 UTC | AverageAction             0.998761
2018-03-01 14:50:44.091235 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:50:44.092003 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:50:44.092784 UTC | AverageForwardProgress    0
2018-03-01 14:50:44.093579 UTC | MaxForwardProgress        0
2018-03-01 14:50:44.094346 UTC | MinForwardProgress        0
2018-03-01 14:50:44.095145 UTC | StdForwardProgress        0
2018-03-01 14:50:44.096627 UTC | -----------------------  ------------
2018-03-01 14:50:44.097727 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #90 | Training started
2018-03-01 14:51:44.870331 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #90 | Training finished
2018-03-01 14:51:44.871328 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #90 | Collecting samples for evaluation
2018-03-01 14:51:47.383016 UTC | -----------------------  ------------
2018-03-01 14:51:47.384640 UTC | Epoch                    90
2018-03-01 14:51:47.385496 UTC | AverageReturn             0
2018-03-01 14:51:47.386322 UTC | StdReturn                 0
2018-03-01 14:51:47.387117 UTC | MaxReturn                 0
2018-03-01 14:51:47.387932 UTC | MinReturn                 0
2018-03-01 14:51:47.388768 UTC | AverageEsReturn           0
2018-03-01 14:51:47.390292 UTC | StdEsReturn               0
2018-03-01 14:51:47.391001 UTC | MaxEsReturn               0
2018-03-01 14:51:47.391681 UTC | MinEsReturn               0
2018-03-01 14:51:47.392442 UTC | AverageDiscountedReturn   0
2018-03-01 14:51:47.393564 UTC | AverageQLoss              8.18734e-10
2018-03-01 14:51:47.394586 UTC | AveragePolicySurr         0.0188887
2018-03-01 14:51:47.395597 UTC | AverageQ                 -0.0188888
2018-03-01 14:51:47.396567 UTC | AverageAbsQ               0.0188888
2018-03-01 14:51:47.397422 UTC | AverageY                 -0.0188888
2018-03-01 14:51:47.398286 UTC | AverageAbsY               0.0188888
2018-03-01 14:51:47.399163 UTC | AverageAbsQYDiff          7.4652e-06
2018-03-01 14:51:47.400040 UTC | AverageAction             0.998761
2018-03-01 14:51:47.400909 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:51:47.401851 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:51:47.402694 UTC | AverageForwardProgress    0
2018-03-01 14:51:47.403567 UTC | MaxForwardProgress        0
2018-03-01 14:51:47.404466 UTC | MinForwardProgress        0
2018-03-01 14:51:47.405351 UTC | StdForwardProgress        0
2018-03-01 14:51:47.406121 UTC | -----------------------  ------------
2018-03-01 14:51:47.407156 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #91 | Training started
2018-03-01 14:52:48.097717 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #91 | Training finished
2018-03-01 14:52:48.098545 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #91 | Collecting samples for evaluation
2018-03-01 14:52:50.469877 UTC | -----------------------  ------------
2018-03-01 14:52:50.471729 UTC | Epoch                    91
2018-03-01 14:52:50.472642 UTC | AverageReturn             0
2018-03-01 14:52:50.473503 UTC | StdReturn                 0
2018-03-01 14:52:50.474289 UTC | MaxReturn                 0
2018-03-01 14:52:50.475119 UTC | MinReturn                 0
2018-03-01 14:52:50.475992 UTC | AverageEsReturn           0
2018-03-01 14:52:50.476825 UTC | StdEsReturn               0
2018-03-01 14:52:50.477639 UTC | MaxEsReturn               0
2018-03-01 14:52:50.478459 UTC | MinEsReturn               0
2018-03-01 14:52:50.479255 UTC | AverageDiscountedReturn   0
2018-03-01 14:52:50.480082 UTC | AverageQLoss              8.0784e-10
2018-03-01 14:52:50.480859 UTC | AveragePolicySurr         0.0187005
2018-03-01 14:52:50.481654 UTC | AverageQ                 -0.0187007
2018-03-01 14:52:50.482426 UTC | AverageAbsQ               0.0187007
2018-03-01 14:52:50.483199 UTC | AverageY                 -0.0187007
2018-03-01 14:52:50.484027 UTC | AverageAbsY               0.0187007
2018-03-01 14:52:50.484851 UTC | AverageAbsQYDiff          7.41437e-06
2018-03-01 14:52:50.485699 UTC | AverageAction             0.998761
2018-03-01 14:52:50.486511 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:52:50.487316 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:52:50.488136 UTC | AverageForwardProgress    0
2018-03-01 14:52:50.488916 UTC | MaxForwardProgress        0
2018-03-01 14:52:50.489752 UTC | MinForwardProgress        0
2018-03-01 14:52:50.490512 UTC | StdForwardProgress        0
2018-03-01 14:52:50.491257 UTC | -----------------------  ------------
2018-03-01 14:52:50.492277 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #92 | Training started
2018-03-01 14:53:51.202834 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #92 | Training finished
2018-03-01 14:53:51.203071 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #92 | Collecting samples for evaluation
2018-03-01 14:53:53.699424 UTC | -----------------------  ------------
2018-03-01 14:53:53.701378 UTC | Epoch                    92
2018-03-01 14:53:53.702689 UTC | AverageReturn             0
2018-03-01 14:53:53.703627 UTC | StdReturn                 0
2018-03-01 14:53:53.704543 UTC | MaxReturn                 0
2018-03-01 14:53:53.705522 UTC | MinReturn                 0
2018-03-01 14:53:53.706466 UTC | AverageEsReturn           0
2018-03-01 14:53:53.707321 UTC | StdEsReturn               0
2018-03-01 14:53:53.708212 UTC | MaxEsReturn               0
2018-03-01 14:53:53.709039 UTC | MinEsReturn               0
2018-03-01 14:53:53.709915 UTC | AverageDiscountedReturn   0
2018-03-01 14:53:53.710799 UTC | AverageQLoss              7.93289e-10
2018-03-01 14:53:53.711643 UTC | AveragePolicySurr         0.0185143
2018-03-01 14:53:53.712513 UTC | AverageQ                 -0.0185145
2018-03-01 14:53:53.713380 UTC | AverageAbsQ               0.0185145
2018-03-01 14:53:53.714269 UTC | AverageY                 -0.0185145
2018-03-01 14:53:53.715270 UTC | AverageAbsY               0.0185145
2018-03-01 14:53:53.716100 UTC | AverageAbsQYDiff          7.33513e-06
2018-03-01 14:53:53.716950 UTC | AverageAction             0.998761
2018-03-01 14:53:53.717938 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:53:53.718822 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:53:53.719714 UTC | AverageForwardProgress    0
2018-03-01 14:53:53.720581 UTC | MaxForwardProgress        0
2018-03-01 14:53:53.721474 UTC | MinForwardProgress        0
2018-03-01 14:53:53.722367 UTC | StdForwardProgress        0
2018-03-01 14:53:53.723195 UTC | -----------------------  ------------
2018-03-01 14:53:53.724231 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #93 | Training started
2018-03-01 14:54:54.564408 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #93 | Training finished
2018-03-01 14:54:54.565473 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #93 | Collecting samples for evaluation
2018-03-01 14:54:58.701660 UTC | -----------------------  ------------
2018-03-01 14:54:58.703420 UTC | Epoch                    93
2018-03-01 14:54:58.704340 UTC | AverageReturn             0
2018-03-01 14:54:58.705224 UTC | StdReturn                 0
2018-03-01 14:54:58.706086 UTC | MaxReturn                 0
